epoch,time,train/box_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
137,11269.8,1.10621,0.48623,0.00228,0.91734,0.83807,0.90244,0.63596,0.83696,0.5782,0.00218,0.016536,0.005512,0.016536,0.005512,0.016536,0.005512,0.016536,0.005512
138,11351.6,1.10436,0.48115,0.0023,0.91593,0.83913,0.90187,0.63595,0.83669,0.57909,0.00219,0.016437,0.005479,0.016437,0.005479,0.016437,0.005479,0.016437,0.005479
139,11433.7,1.08979,0.4635,0.00224,0.91609,0.8391,0.90175,0.63602,0.83674,0.57871,0.00218,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446
140,11515.8,1.09118,0.47465,0.00224,0.91687,0.83926,0.90213,0.63567,0.83709,0.57873,0.00219,0.016239,0.005413,0.016239,0.005413,0.016239,0.005413,0.016239,0.005413
141,11599,1.0901,0.48091,0.00225,0.91672,0.83953,0.90201,0.63556,0.83747,0.57776,0.00219,0.01614,0.00538,0.01614,0.00538,0.01614,0.00538,0.01614,0.00538
142,11682.1,1.09982,0.47892,0.00223,0.91589,0.84005,0.90258,0.63586,0.83732,0.57716,0.00219,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347
143,11764.8,1.0795,0.46898,0.00224,0.91575,0.84047,0.90257,0.63552,0.8372,0.57711,0.00219,0.015942,0.005314,0.015942,0.005314,0.015942,0.005314,0.015942,0.005314
144,11847.5,1.08905,0.47543,0.00224,0.91501,0.84091,0.9019,0.6355,0.83706,0.57732,0.00219,0.015843,0.005281,0.015843,0.005281,0.015843,0.005281,0.015843,0.005281
145,11930.2,1.08769,0.47855,0.00224,0.91321,0.84254,0.902,0.63548,0.83757,0.57781,0.00219,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248
146,12012.5,1.09415,0.48066,0.00222,0.91477,0.84177,0.90283,0.6357,0.83749,0.57929,0.00219,0.015645,0.005215,0.015645,0.005215,0.015645,0.005215,0.015645,0.005215
147,12094.4,1.08709,0.47125,0.00223,0.91534,0.84387,0.90303,0.63544,0.83733,0.5794,0.00219,0.015546,0.005182,0.015546,0.005182,0.015546,0.005182,0.015546,0.005182
148,12176.7,1.07867,0.4698,0.00223,0.91461,0.84387,0.90276,0.63542,0.838,0.58037,0.0022,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149
149,12259.3,1.09465,0.47368,0.00224,0.91433,0.84381,0.9031,0.63573,0.83802,0.58065,0.0022,0.015348,0.005116,0.015348,0.005116,0.015348,0.005116,0.015348,0.005116
150,12341.5,1.08207,0.47459,0.00222,0.91361,0.84507,0.90317,0.63575,0.83793,0.58156,0.0022,0.015249,0.005083,0.015249,0.005083,0.015249,0.005083,0.015249,0.005083
151,12424,1.0848,0.46337,0.00222,0.91323,0.84435,0.90312,0.63574,0.8378,0.58207,0.0022,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
152,12506.1,1.07836,0.46858,0.00222,0.91341,0.84356,0.90278,0.63555,0.83778,0.58209,0.0022,0.015051,0.005017,0.015051,0.005017,0.015051,0.005017,0.015051,0.005017
153,12588.2,1.07151,0.46343,0.00219,0.91464,0.84326,0.90329,0.63575,0.83741,0.58239,0.00219,0.014952,0.004984,0.014952,0.004984,0.014952,0.004984,0.014952,0.004984
154,12670.9,1.08984,0.4738,0.0022,0.91466,0.84437,0.9033,0.63574,0.83782,0.58115,0.00219,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951
155,12753,1.0794,0.46569,0.00218,0.90951,0.84531,0.90313,0.63582,0.83767,0.58129,0.00219,0.014754,0.004918,0.014754,0.004918,0.014754,0.004918,0.014754,0.004918
156,12835.3,1.08245,0.47888,0.00222,0.9124,0.84362,0.90298,0.63556,0.83754,0.58204,0.00219,0.014655,0.004885,0.014655,0.004885,0.014655,0.004885,0.014655,0.004885
157,12917.9,1.08379,0.46947,0.00216,0.91122,0.8439,0.90303,0.63552,0.83758,0.58391,0.00219,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852
158,13000.4,1.07816,0.46315,0.00219,0.91033,0.84352,0.90299,0.63568,0.83761,0.58583,0.00219,0.014457,0.004819,0.014457,0.004819,0.014457,0.004819,0.014457,0.004819
159,13082.8,1.07838,0.46982,0.00221,0.91171,0.84328,0.903,0.63564,0.83724,0.58227,0.00218,0.014358,0.004786,0.014358,0.004786,0.014358,0.004786,0.014358,0.004786
160,13165.4,1.07006,0.46301,0.0022,0.9093,0.84496,0.90258,0.63562,0.83729,0.5812,0.00219,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753
161,13248,1.08422,0.46826,0.00218,0.90974,0.84497,0.90259,0.63552,0.83709,0.58114,0.00218,0.01416,0.00472,0.01416,0.00472,0.01416,0.00472,0.01416,0.00472
162,13329.8,1.05868,0.45551,0.0022,0.90943,0.8449,0.90267,0.63579,0.83713,0.5812,0.00218,0.014061,0.004687,0.014061,0.004687,0.014061,0.004687,0.014061,0.004687
163,13412.3,1.06806,0.46426,0.00216,0.90949,0.84457,0.90305,0.63564,0.83712,0.57979,0.00218,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654
164,13494.3,1.06447,0.45021,0.00216,0.91002,0.84438,0.90323,0.63544,0.83718,0.57971,0.00219,0.013863,0.004621,0.013863,0.004621,0.013863,0.004621,0.013863,0.004621
165,13576.5,1.06258,0.45447,0.00212,0.91033,0.84498,0.90347,0.63567,0.83732,0.58072,0.00219,0.013764,0.004588,0.013764,0.004588,0.013764,0.004588,0.013764,0.004588
166,13658.1,1.06803,0.45521,0.00208,0.91036,0.84491,0.90347,0.63559,0.83758,0.58105,0.00219,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555
167,13740,1.05795,0.44519,0.0021,0.91075,0.84455,0.90333,0.6355,0.8375,0.58223,0.00219,0.013566,0.004522,0.013566,0.004522,0.013566,0.004522,0.013566,0.004522
168,13822.8,1.06543,0.44709,0.00216,0.91082,0.84505,0.90345,0.63535,0.83771,0.58869,0.00219,0.013467,0.004489,0.013467,0.004489,0.013467,0.004489,0.013467,0.004489
169,13904.6,1.05349,0.44727,0.00216,0.90957,0.84466,0.90314,0.63517,0.83781,0.59619,0.00219,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456
170,13985.9,1.0574,0.46415,0.00215,0.90952,0.84604,0.90363,0.63513,0.83784,0.58849,0.00219,0.013269,0.004423,0.013269,0.004423,0.013269,0.004423,0.013269,0.004423
171,14067.7,1.05732,0.45151,0.00215,0.91054,0.84498,0.90361,0.63508,0.83789,0.58594,0.00219,0.01317,0.00439,0.01317,0.00439,0.01317,0.00439,0.01317,0.00439
172,14149.2,1.05904,0.44841,0.00212,0.90977,0.84534,0.90347,0.63504,0.83803,0.58713,0.00219,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357
173,14231.3,1.0598,0.45924,0.00213,0.90993,0.84533,0.90348,0.63466,0.83805,0.58867,0.00219,0.012972,0.004324,0.012972,0.004324,0.012972,0.004324,0.012972,0.004324
174,14313.2,1.05073,0.45345,0.00213,0.90868,0.84785,0.90359,0.63489,0.8381,0.58928,0.00219,0.012873,0.004291,0.012873,0.004291,0.012873,0.004291,0.012873,0.004291
175,14394.8,1.05045,0.44308,0.00216,0.90997,0.84593,0.90343,0.6349,0.83823,0.58868,0.00219,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258
176,14476,1.05067,0.44937,0.00207,0.90902,0.84615,0.90342,0.63486,0.83804,0.58835,0.00219,0.012675,0.004225,0.012675,0.004225,0.012675,0.004225,0.012675,0.004225
177,14558.9,1.04252,0.44168,0.00212,0.90886,0.84727,0.90357,0.63532,0.83872,0.58347,0.00219,0.012576,0.004192,0.012576,0.004192,0.012576,0.004192,0.012576,0.004192
178,14641.1,1.05232,0.4417,0.00211,0.90871,0.8469,0.9034,0.63527,0.83861,0.58444,0.00219,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159
179,14723.3,1.04384,0.44931,0.0021,0.91031,0.84657,0.90345,0.63503,0.83903,0.585,0.00219,0.012378,0.004126,0.012378,0.004126,0.012378,0.004126,0.012378,0.004126
180,14805.7,1.05373,0.44775,0.0021,0.90986,0.84559,0.90346,0.63535,0.83923,0.58708,0.0022,0.012279,0.004093,0.012279,0.004093,0.012279,0.004093,0.012279,0.004093
181,14888.4,1.04957,0.45107,0.00207,0.90809,0.8457,0.90327,0.63542,0.83937,0.58752,0.0022,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
182,14970.6,1.03344,0.43697,0.00212,0.90733,0.8457,0.9033,0.63545,0.83972,0.58544,0.0022,0.012081,0.004027,0.012081,0.004027,0.012081,0.004027,0.012081,0.004027
183,15052.8,1.04039,0.44304,0.00208,0.90733,0.84611,0.90323,0.63527,0.83951,0.58505,0.0022,0.011982,0.003994,0.011982,0.003994,0.011982,0.003994,0.011982,0.003994
184,15134.4,1.04261,0.44374,0.00208,0.90927,0.84418,0.90341,0.63545,0.83968,0.5837,0.0022,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961
185,15216,1.04121,0.43907,0.00211,0.90547,0.84605,0.90335,0.63518,0.83958,0.58451,0.0022,0.011784,0.003928,0.011784,0.003928,0.011784,0.003928,0.011784,0.003928
186,15297.8,1.03743,0.4418,0.00207,0.90611,0.84639,0.90332,0.63499,0.83966,0.58463,0.0022,0.011685,0.003895,0.011685,0.003895,0.011685,0.003895,0.011685,0.003895
